Department,Search Term,Search Frequency Rank,#1 Clicked ASIN,#1 Product Title,#1 Click Share,#1 Conversion Share,#2 Clicked ASIN,#2 Product Title,#2 Click Share,#2 Conversion Share,#3 Clicked ASIN,#3 Product Title,#3 Click Share,#3 Conversion Share
Amazon.com,phone mount for car,724,B0927D8S51,"vanva [ Military-Grade Protection ] Universal Air Vent Car Mount, [ Big Phones & Thick Case Friendly ] Cell Phone Holder for Car Hands Free Clamp Cradle Vehicle Compatible with All Apple iPhone",17.60%,18.96%,B09MCN54P1,"SUUSON Phone Holder for car -3in1 Long arm car Phone Holder Mount, Suitable for car Dashboard/Windshield/Vent, car Adjustable Phone Holder, Compatible with All Smart Phones and Cars",6.54%,8.87%,B097D7XKKZ,Cell Phone Holder for Car Phone Mount Long Arm Dashboard Windshield Car Phone Holder Strong Suction Anti-Shake Stabilizer Phone Car Holder Compatible with All iPhone Android Smartphone,5.97%,6.21%
Amazon.com,microphone,725,B07GQT8879,"USB Microphone, MAONO 192KHZ/24Bit Plug & Play PC Computer Podcast Condenser Cardioid Metal Mic Kit with Professional Sound Chipset for Recording, Gaming, Singing, YouTube (AU-A04)",8.76%,4.90%,B07WLWN2ZT,"USB Microphone, TONOR Computer Cardioid Condenser PC Gaming Mic with Tripod Stand & Pop Filter for Streaming, Podcasting, Vocal Recording, Compatible with Laptop Desktop Windows Computer, TC-777",6.30%,5.09%,B003GEBGA0,"Pyle-Pro Includes 15ft XLR Cable to 1/4'' Audio Connection, Connector, Black, 10.10in. x 5.00in. x 3.30in. (PDMIC58)",5.86%,15.08%
Amazon.com,belly button ring,726,B0B1ZK2RQJ,"ZS 14G Clicker Belly Button Rings for Women, 925 Sterling Silver Belly Barbell Piercing Reverse Curved Navel Barbell Body Jewelry (10mm)",5.07%,4.44%,B09FSBZDLD,Winsenet 15Pcs Belly Button Rings 14G Belly Rings for Women CZ Dangle Curved Navel Barbell Body Piercing Jewelry with Gift Box,4.93%,5.60%,B09YNK6DWD,Shakalaka Surgical Steel Belly Button Ring for Women with Cute Butterfly Navel Rings Piercing Jewelry Pack Gold,4.64%,3.75%
Amazon.com,storage cabinet,727,B01M0QM2O7,"Sauder Select Storage Cabinet, L: 29.61 x W: 16.02 x H: 71.50, Soft White finish",10.01%,11.90%,B0B8HYQQ13,"Jehiatek 47” Kitchen Pantry Cabinet, White Freestanding Buffet Cupboards Sideboard with Doors & Adjustable Shelves, Kitchen Pantry Storage Cabinet for Kitchen, Living Room and Dinning Room",6.88%,2.89%,B002IPG47I,"ClosetMaid 8967 Pantry Cabinet, 24-Inch, White",3.40%,2.57%
Amazon.com,casual dresses for women,728,B0B19P6Z73,CHARMYI Tshirt Dresses for Women Casual Summer Dress for Women Tunic Swing Loose Pleated T Shirt Dress for Women with Pockets,1.36%,0.93%,B0B59YW3VW,Casual Dresses for Women Women Casual Dress V Neck Short Sleeve Dresses Floral Women Clothing Dresses Casual,1.10%,1.09%,B07SBW4SDJ,Amoretu Women's Cute V-Necks Short Sleeve Casual Tunic Dress for Summer Black M,1.08%,1.40%
Amazon.com,treadmill,729,B0193V3DJ6,NordicTrack T Series Treadmill + 30-Day iFIT Membership,15.16%,17.32%,B01M0L0D90,XTERRA Fitness TR150 Folding Treadmill,9.06%,10.68%,B08GH4NFDH,"Goplus 2 in 1 Folding Treadmill, 2.25HP Superfit Under Desk Electric Treadmill, Installation-Free with Blue Tooth Speaker, Remote Control, APP Control and LED Display, Walking Jogging for Home Office",6.94%,4.47%
Amazon.com,diffuser,730,B00V9JP8EE,"InnoGear Essential Oil Diffuser, Upgraded Diffusers for Essential Oils Aromatherapy Diffuser Cool Mist Humidifier with 7 Colors Lights 2 Mist Mode Waterless Auto Off for Home Office Room, Basic White",12.76%,17.71%,B08JQ6FS8G,"Diffusers for Essential Oils Large Room, 500ml Aromatherapy Diffuser，7 Colors Changed",7.75%,7.68%,B08TR1H7LG,"VIVITEST Ceramic Diffuse,Stone Essential Oil Diffuser, Ultrasonic Aromatherapy Diffusers (100ML)",7.02%,4.51%
Amazon.com,sweatpants women,731,B0B77VFVYC,Women's High Waist Tapered Joggers High Waisted Joggers Pants Stretch Comfy Lounge Pants with Pockets,6.18%,4.12%,B08CGYGPNY,HeSaYep Women's High Waisted Sweatpants Workout Active Joggers Pants Baggy Lounge Bottoms,5.41%,1.67%,B08VZWKXQB,"Colosseum Active Women’s Aubrey Comfy Fleece Jogger Pants (Off White, X-Large)",3.56%,1.56%
Amazon.com,usa,732,B09ZVD7ZV4,Crocs Unisex-Adult Classic American Flag Clogs,14.85%,9.09%,B00DPHUKVO,"Rapiddominance Polo Style USA Cap, Navy",13.95%,9.09%,B096LX26M4,"MagiCare Made in USA Masks - Black Face Masks Disposable - Premium 3 Ply Face Mask for Adults - Comfortable, Soft, Breathable - Black Face Masks Disposable Made in USA - 50ct Box",9.77%,0.00%
Amazon.com,suitcase,733,B00CBT5F44,"Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Turquoise, Carry-On 20-Inch",6.54%,7.14%,B071HHX6VF,"Amazon Basics 30-Inch Hardside Spinner, Black",5.39%,4.40%,B00C7AWRA2,"Rockland Fashion Softside Upright Luggage Set, Pink, 2-Piece (14/19)",5.09%,4.76%
Amazon.com,shower organizer,734,B09WDH1RDV,"Wekin Shower Caddy Bathroom Organizer, Wall Mount Shower Organizer with Hooks, No Drilling Rustproof Stainless Steel Self-Adhesive Shower Shelves for Bathroom and Kitchen Storage Matte Black 2 Pack",7.95%,7.15%,B0B5SVXHWM,"Shower Caddy Shower Organizer Adhesive Shower Shelf AUOTTO,Rustproof No Drilling SUS304 Stainless Steel for Bathroom Shower Storage Organization,2 Pack with 4 Hooks, Matte Black",6.69%,9.28%,B08CXHHWW7,"Nieifi Adhesive Corner Shower Caddy Shelf Basket Rack with Hooks, Rust Proof Stainless Steel Bathroom Shelf Shampoo Holder No Drilling 2 Pack",5.67%,5.83%
Amazon.com,fake nails,735,B09XM5RVHW,"12 Packs (288PCS) Matte Press on Nails Medium Length, FANDAMEI Acrylic Short Fake Nails Full Cover, Ballerina Coffin Press on Nails with 10g Nail Tips Glue, 12 Color False Nails for Nail Art DIY",7.73%,6.40%,B08DXM6M8Z,"Clear Fake Coffin Nail Tips, Teenitor Long Acrylic Full Cover Nail Tip Press On Nails, 600pcs Ballerina False Nails Nail Glue, Files And Buffer Polisher Nail Brush and Clipper Set for Beginners",5.33%,6.40%,B0B1CYRZRN,"6 Packs (144 Pcs) Press on Nails Medium Design, Misssix Fake Nails Almond and Square Glue on Nails Set with Adhesive Tabs Nail File for Women",5.31%,5.42%
Amazon.com,splatter ball gun,736,B09FNBWM2C,SplatRball SRB1200 Full Auto Rechargeable Battery Powered Water Bead Gel Ball Blaster Kit. Splatter Ball Gun. Splat R Ball Electric Water Gel Blaster able to Shoot 11 Rounds per Second!,13.17%,13.10%,B09FN956DY,SplatRball SRB400-SUB Gel Ball Water Bead Blaster Gun Kit. Splat R Ball Everything with The Electric Water Ball Blaster able to Shoot up to 200fps! Splatter Ball Gun,7.23%,5.19%,B0B2DTTQP6,"KASQERT Splatter Ball Gun, Gel Ball Blaster, Manual & Full-Auto Gel Gun Blaster with 61000 Water Beads - G36",5.25%,4.37%
Amazon.com,curling iron,737,B07CKKGR83,Conair Double Ceramic 1-Inch Curling Iron,11.91%,15.43%,B00LUAL54O,Conair Double Ceramic 1/2-Inch Curling Iron,8.85%,9.24%,B09CGDXW32,"Wavytalk 5 in 1 Curling Iron,Curling Wand Set with Curling Brush and 4 Interchangeable Ceramic Curling Wand(0.35”-1.25”),Instant Heat Up,Include Heat Protective Glove & 2 Clips",6.81%,6.10%
Amazon.com,ps5 games,738,B0B16656Z2,PS5 Console- Horizon Forbidden West Bundle,11.05%,5.20%,B09WC3DX9Q,Grand Theft Auto V - PlayStation 5,6.73%,9.76%,B0B6228XBM,PS5 God of War Ragnarök Launch Edition,5.42%,6.04%
Amazon.com,nail kit,739,B08C73CKR9,Morovan Poly Gel Nail Kit for Nails with 48W LED Nail Lamp Nail Extension Gel 8 Pcs 0.5oz with Other Basic Poly Gel Nail Art Tools Poly Nail Gel Kit Nail Art Supplies,10.38%,4.14%,B078YQW3RN,"Manicure Set Nail Clippers Pedicure Kit -18 Pieces Stainless Steel Manicure Kit, Professional Grooming Kits, Nail Care Tools with Luxurious Travel Case",7.18%,16.95%,B08GH5P4Y3,Cooserry 115 In 1 Acrylic Nail Kit - 48 Colors of Glitter Acrylic Powder And Liquid Monomer Set for Nails Professional Set - 5 Pcs Acrylic Nail Brush And Manicure Tools For Acrylic Nail Starter,5.94%,2.27%
Amazon.com,room decor aesthetic,740,B093B895PN,"K1tpde 48PCS Retro Room Decor Wall Collage Aesthetic with Fake Vines, Retro Records Picture for Wall Collage, Retro Room Decor for Girls, Wall Art Prints with Fake Vine for Bedroom, Retro Records Wall Picture Decor for Teens, Colorful Collage Kit",8.58%,10.58%,B07R9Q55G3,CEWOR 14 Pack 98 Feet Fake Ivy Leaves Artificial Ivy Garland Greenery Garlands Hanging Plant Vine for Wedding Wall Party Room Astethic Stuff Decor,7.76%,7.37%,B098FHZJDW,STORi Bliss 4-Compartment Clear Plastic Organizer with Small Accessory Drawer | Rectangular Vanity Storage Bin with Pass-Through Handles | Round Corner Design | Made in USA,5.74%,4.81%
Amazon.com,skirt,741,B0964J71QD,Urban CoCo Women's Basic Versatile Stretchy Flared Casual Mini Skater Skirt,9.99%,6.50%,B08BJCWQZJ,LYANER Women's Casual Floral Print Satin Silk High Waist Zipper Mini Short Skirt,2.54%,0.90%,B011K36PTA,"Urban CoCo Women's Basic Versatile Stretchy Flared Casual Mini Skater Skirt (Small, Black)",1.88%,3.36%
Amazon.com,vape,742,B09F4QFZ3Z,"Stym Bedtime Diffuser - Personal Essential Oil Aromatherapy Device with Melatonin, Lavender, and Chamomile to Promote a Healthy Sleep Schedule",11.97%,14.11%,B0B81XNJR1,2022 New Pen Tool Vaal (Strawberry),8.44%,14.82%,B0B8HYV1GP,Disposable Device Bar Pod Starter Kit Fruit Flavor,7.65%,6.96%
Amazon.com,step stool,743,B06VWGR65N,"Folding Step Stool - The Lightweight Step Stool is Sturdy Enough to Support Adults and Safe Enough for Kids. Opens Easy with One Flip. Great for Kitchen, Bathroom, Bedroom, Kids or Adults.",10.60%,13.50%,B014WOXB6O,"Folding Step Stool - The Lightweight Step Stool is Sturdy Enough to Support Adults and Safe Enough for Kids. Opens Easy with One Flip. Great for Kitchen, Bathroom, Bedroom, Kids or Adults.",7.82%,9.68%,B08247X1ZX,"Folding Step Stool, 13 Inch - The Anti-Skid Step Stool is Sturdy to Support Adults and Safe Enough for Kids. Opens Easy with One Flip. Great for Kitchen, Bathroom, Bedroom, Kids or Adults. (White)",5.43%,7.78%
Amazon.com,car air fresheners,744,B08XRR7D2L,"Febreze Unstopables Car Air Freshener, Unstopables Fresh Scent, Odor Eliminator for Strong Odor Car Vent Clips, .07 Fl Oz (3 Count)",12.63%,23.59%,B09KP5PQRX,"Febreze Car Air Fresheners, Platinum Ice Scent, Odor Eliminator for Strong Odor, Car Vent Clips (3 Count)",7.32%,11.60%,B09GLLHXDW,ZhengZ Car Air Fresheners Cartoon Black Bear Pilot Automotive Air Outlet Fan Creative Car Perfume Decoration,4.52%,2.23%
Amazon.com,scissors,745,B01BRGU8R0,"Amazon Basics Multipurpose, Comfort Grip, Titanium Fused, Stainless Steel Office Scissors - Pack of 3",19.92%,22.31%,B001BKFTB8,"Scotch Multi-Purpose Stainless Steel Scissor, 8-Inches (1428)",9.05%,9.92%,B07H3QKN2Z,"Scissors, iBayam 8 Multipurpose Scissors Bulk Ultra Sharp Shears, Comfort-Grip Sturdy Scissors for Office Home School Sewing Fabric Craft Supplies, Right/Left Handed, 3-Pack, Mint, Grey, Purple",7.91%,8.60%
Amazon.com,wall shelves,746,B082CS6JVK,"AMADA HOMEFURNISHING Floating Shelves Wall Mounted Set of 3, Rustic Wood Wall Shelves for Bedroom, Bathroom, Living Room, Kitchen, Laundry Room Storage & Decoration, Gray",6.92%,10.65%,B08NSFV92Z,"YGEOMER Floating Shelves, Set of 4 Rustic Wood Shelves, Wall Mounted Shelf for Wall, Bedroom, Living Room, Bathroom and Plants (Carbonized Black)",6.04%,8.78%,B09CPVSQY2,"AMADA HOMEFURNISHING Floating Shelves Wall Mounted Set of 3, Rustic Wood Wall Shelves for Bedroom/Bathroom/Living Room/Kitchen/Laundry Room Storage & Decoration, Black",6.00%,9.57%
Amazon.com,beach umbrella,747,B0833WF64R,"Blissun 7.2' Portable Beach Umbrella with Sand Anchor, Tilt Pole, Carry Bag, Air Vent (Blue and White)",12.59%,16.13%,B07N2P9WL9,WolfWise 3 Person Portable Beach Tent UPF 50+ Sun Shade Canopy Umbrella with Extendable Floor,4.65%,4.33%,B0846PVYHQ,"Sport-Brella Premiere UPF 50+ Umbrella Shelter for Sun and Rain Protection (8-Foot, Blue)",4.20%,2.88%
Amazon.com,gatorade,748,B076T5K3JQ,"Gatorade Classic Thirst Quencher, Variety Pack, 12 Fl Oz (Pack of 24)",15.10%,10.99%,B00HC767P6,"Gatorade Original Thirst Quencher Variety Pack, 20 Ounce Bottles (Pack of 12)",9.35%,8.48%,B00HC7633C,"Gatorade Original Thirst Quencher 3-Flavor Frost Variety Pack, 20 Fl Ounce - Pack of 12",6.58%,5.53%
Amazon.com,spiral notebook,749,B00D3OR58A,"Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Color Assortment May Vary (65007)",13.86%,20.23%,B00P9U2EIM,"Mead Spiral Notebooks, 6 Pack, 1-Subject, Wide Ruled Paper, 10-1/2 x 8, 70 Sheets per Notebook, Assorted Colors (73063)",12.19%,16.52%,B00P9U2EM8,"Mead Spiral Notebooks, 6 Pack, 1-Subject, College Ruled Paper, 10-1/2 x 8”, 70 Sheets per Notebook, Assorted Colors (73065)",12.02%,14.53%
Amazon.com,spice rack,750,B08D6YG6VX,"Spice Spinner Two-Tiered Spice Organizer & Holder That Saves Space, Keeps Everything Neat, Organized & Within Reach With Dual Spin Turntables- Grey",5.96%,7.90%,B0036OQU56,"Copco 2555-0188 Non-Skid 3-Tier Spice Pantry Kitchen Cabinet Organizer, 15-Inch, White/Gray",5.70%,11.18%,B09BQYJ66H,"Revolving Spice Rack Set with 20 Spice Jars, Kitchen Spice Tower Organizer for Countertop or Cabinet -- Carousel Storage Includes 386 Spice Labels",5.50%,4.37%
Amazon.com,seat covers,751,B01FKQVZOS,"BDK PolyPro Car Seat Covers Full Set in Charcoal on Black – Front and Rear Split Bench Car Seat Cover, Easy to Install, Interior Covers for Auto Truck Van SUV",6.40%,11.39%,B08RHD84XY,"Caterpillar MeshFlex Automotive Seat Covers for Cars Trucks and SUVs (Set of 2) – Gray Car Seat Covers for Front Seats, Truck Seat Protectors with Comfortable Mesh Back, Auto Interior Covers",4.00%,6.23%,B01FKQW1G4,"BDK PolyPro Car Seat Covers Full Set in Beige on Black – Front and Rear Split Bench Car Seat Cover, Easy to Install, Interior Covers for Auto Truck Van SUV",3.36%,5.17%
Amazon.com,gallery dept shirt,752,B0B3TBWCLC,Gallery Dept Shirt Letter Print T-Shirt Washed Vintage Fashion Short Sleeved Casual Loose Pullovers Tee for Men Women,9.39%,8.59%,B0B5GNW44Y,Gallery Dept Shirt Hip Hop Couples T-Shirt Loose Summer Chest Letter high Street Short-Sleeved for Men and Women,9.32%,8.89%,B0B637CBQG,Gallery Dept Shirt Short Sleeve Unisex Print Hip Hop Loose Crew Neck Casual T-Shirt,5.90%,7.26%
Amazon.com,spray bottles,753,B07GRD5WLD,"Beautify Beauties Hair Spray Bottle – Ultra Fine Continuous Water Mister for Hairstyling, Cleaning, Plants, Misting & Skin Care (5 Ounce)",15.72%,7.47%,B08QM81BJV,JohnBee Spray bottle - Empty spray bottles (16oz/2Pack) - Spray bottles for Cleaning Solutions / Plants / Bleach Spray / BBQ - With Adjustable Nozzle from Fine Mist to Stream - BPA Free Material,10.20%,15.13%,B08C4YMDSG,"16.9 oz Plastic Spray Bottle Trigger Empty Spray Bottles Clear Refillable Container for Water, Essential Oils, Hair, Cleaning Products, Adjustable Head Sprayer and Stream (2 Pack)",4.94%,5.79%
Amazon.com,wedding dress,754,B08516Z6S2,Findlovewedding Wedding Dresses for Bride 2022 with Lace Appliques Chiffon A Line Women Dress Long Sleeves Beach Bride Dress US2 Ivory,5.17%,6.86%,B09NW3ZCKV,Likedpage Women's Lace Mermaid Bridal Wedding Dresses,4.20%,0.98%,B09XWRGGHL,Findlovewedding Wedding Dresses for Bride 2022 with Lace Appliques Chiffon Women Dress Long Sleeves Beach Bride Dress Ivory,3.18%,0.98%
Amazon.com,bar cart,755,B07PWN41WJ,"FirsTime & Co. Francesca Bar Cart, 32H x 15W x 12.25D, Gold",12.10%,15.97%,B07W6KCMTG,"FirsTime & Co. Gardner Industrial Bar Cart, 32.25 H x 13 L x 29.75 W inches, Rustic Brown",8.24%,8.51%,B00KTVTKRE,"Ameriwood Home Marshall 3 Shelf Metal Rolling Utility Cart, Black",5.46%,6.81%
Amazon.com,laptop case,756,B01LY0B7BV,"MOSISO Laptop Sleeve Bag Compatible with MacBook Air/Pro Retina, 13-13.3 inch Notebook,Compatible with MacBook Pro 14 inch 2021 2022 M1 Pro/Max A2442,Polyester Vertical Case with Pocket, Gray",11.49%,16.14%,B075Y6Y9H5,"Lenovo Laptop Shoulder Bag T210, 15.6-Inch Laptop or Tablet, Sleek, Durable and Water-Repellent Fabric, Lightweight Toploader, Business Casual or School, GX40Q17229, Black",10.81%,16.25%,B01MZ8CNP5,"MOSISO Laptop Sleeve Bag Compatible with MacBook Air 11, 11.6-12.3 inch Acer Chromebook R11/HP Stream/Samsung/ASUS/Surface Pro 8/7/6/X/5/4/3, Polyester Vertical Case with Pocket, Gray",5.94%,8.48%
Amazon.com,oakley sunglasses for men,757,B0848L42BY,"Oakley Men's OO9014 Gascan Rectangular Sunglasses, Matte Black Texas Icon/Prizm Black, 60 mm",7.79%,14.26%,B07N8268ZR,"Oakley Men's OO9406 Sutro Rectangular Sunglasses, Black Ink/Prizm Jade, 37 mm",5.62%,3.48%,B077Z6KCGH,"Oakley Men's OO9417 Holbrook XL Square Sunglasses, Polished Black/Prizm Sapphire, 59 mm",5.33%,5.74%
Amazon.com,elvis movie 2022,758,B0B12J98K2,Elvis,37.47%,45.22%,B0B12HXM8W,Elvis,36.50%,39.73%,B0B12LB2MZ,Elvis,13.03%,6.20%
Amazon.com,chromebook,759,B087YW8FQB,"Lenovo IdeaPad 3 11 Chromebook Laptop, 11.6 HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Chrome OS, Onyx Black",22.64%,29.98%,B09WNJVGBZ,"2022 Newest HP Chromebook 11A G8 Education Edition, 11.6 HD Laptop for Business and Student, AMD A4-9120C(up to 2.4GHz), 4GB Memory, 32GB eMMC, Webcam, USB-C, WiFi , Bluetooth, Chrome OS, JVQ MP",14.00%,12.11%,B07XQQTVS3,Samsung Chromebook 4 Chrome OS 11.6 HD Intel Celeron Processor N4000 4GB RAM 32GB eMMC Gigabit Wi-Fi - XE310XBA-K01US,8.88%,10.73%
Amazon.com,adidas backpack,760,B08JXC6CDR,"adidas Excel 6 Backpack, Black/White 3 Stripe Webbing, One Size",9.74%,12.76%,B09G93DTC4,"adidas Foundation 6 Backpack, Two Tone White/Black, One Size",5.95%,6.07%,B09G7FN8XC,"adidas Foundation 6 Backpack, ADI Collage Jersey Onix-Grey/Black/Vivid Red, One Size",5.36%,6.13%
Amazon.com,hocus pocus,761,B0B4HTW8F3,11Pcs Halloween Hocus Pocus Tray Decor Halloween Decorations I Smell Children Hocus Pocus Wooden Signs and Halloween Bead Garland Farmhouse Rustic Tiered Tray Decor for Home Table,7.36%,5.11%,B08PX2SCLJ,Crocs Unisex-Adult Men's and Women's Classic Disney Hocus Pocus Clog,6.62%,2.47%,B08PVZWGPH,"Crocs Unisex Men's and Women's Classic Disney Hocus Pocus Clog, Halloween Glitter, 6 US",6.52%,3.97%
Amazon.com,door stoppers,762,B093BPMMRD,"Crosize Door Stoppers for Bottom of Door on Floor, Door Gaps, Rubber Door Stop Wedge, Sturdy Stackable Door Stops for Carpet Heavy Duty Door (3 Pack, Black)",9.74%,14.56%,B0002YUX8I,"Master Lock 265D Door Security Bar, Pack of 1, White",6.63%,2.71%,B07PXJXW2W,KISEER 12 Pack Spring Door Stops 3 1/4 Flexible Heavy Duty Spring Door Stopper with RustProof Screw Rubber Bumper Tips (Satin Nickel),5.60%,6.29%
Amazon.com,glass food storage containers,763,B07KZJVTMC,"Bayco Glass Food Storage Containers with Lids, [24 Piece] Glass Meal Prep Containers, Airtight Glass Bento Boxes, BPA Free & Leak Proof (12 lids & 12 Containers) - Blue",19.45%,24.76%,B082SN4QH6,"Glass Food Storage Containers with Lids, [18 Piece] Glass Meal Prep Containers, Glass Containers for Food Storage with Lids, BPA Free & Leak Proof (9 Lids & 9 Containers)",4.14%,5.09%,B091XT49T1,"MUMUTOR Glass Food Storage Containers with Lids, [24 Piece] Glass Meal Prep Containers, Airtight Glass Bento Boxes, BPA Free & Leak Proof (12 lids & 12 Containers)",3.95%,4.01%
Amazon.com,dragon ball z,764,B012S1Q9YO,Dragon Ball Z Season 1,13.45%,9.43%,B07PJ8R7FW,Dragon Ball Super: Broly,8.57%,15.42%,B07PF3KRT5,Dragon Ball Super: Broly,6.67%,5.24%
Amazon.com,refrigerator,765,B0B7SMPX25,"36 Inch 22.5 Cu.Ft Counter Depth French Door Refrigerator Bottom Freezer with Auto Ice Maker for Home Kitchen, Stainless Steel",14.48%,18.75%,B0B8J57RWC,"French Door Dispenser Refrigerator, 25.5 Cu.Ft, Stainless Steel",10.33%,8.04%,B0B53X733Y,17.4 Cu. Ft. 4 Door Refrigerator in Brushed Steel with Adjustable Freezer,7.57%,10.71%
Amazon.com,rings for women,766,B08JYHPTQP,ONESING 25 Pcs Knuckle Rings for Women Stackable Rings Sets Girls Bohemian Retro Vintage Joint Finger Rings Gold Rings Set for Women Men Hollow Carved Flowers Crystal Rings,6.69%,10.93%,B09GVR25C1,"68 Pcs Gold Knuckle Rings Set for Women Girls, Stackable Rings Boho Joint Finger Midi Rings Hollow Carved Crystal Stacking Rings Pack",4.90%,4.73%,B0B19DZ695,ONESING 25 Pcs Knuckle Rings for Women Stackable Rings Sets Girls Bohemian Retro Vintage Joint Finger Rings Gold Rings Set for Women Men Hollow Carved Flowers Crystal Rings,4.30%,6.50%
Amazon.com,bracelet making kit,767,B09G2979JS,"6000 Pcs Clay Beads for Bracelet Making, Gionlion 24 Colors Flat Round Polymer Clay Beads 6mm Spacer Heishi Beads with Pendant Charms Kit and Elastic Strings for Jewelry Making Kit Bracelets Necklace",11.42%,13.93%,B09QJ13PNG,"7400 Pcs Clay Beads Bracelet Making Kit, 24 Colors Flat Round 6mm Clay Beads for Jewelry Making with Pendant Charms Kit, Thread Scissors Tweezers & Elastic Strings, Art Crafts Gift for Girls Ages 3-12",9.14%,8.59%,B09NYBVBDF,Clay Beads 7200 Pcs 2 Boxes Bracelet Making Kit - 24 Colors Polymer Clay Beads for Bracelet Making - Jewelry Making kit with Gift Pack - Bracelet Making Kit for Adults - Heishi Disc Beads,5.43%,5.17%
Amazon.com,cookies,768,B076BYR9JP,Grandma's Cookies Variety Pack of 30,4.98%,2.46%,B0872ZMXBG,"OREO Original, OREO Golden, CHIPS AHOY! & Nutter Butter Cookie Snacks Variety Pack, School Lunch Box Snacks, 56 Snack Packs (2 Cookies Per Pack)",4.44%,2.54%,B00XM5KSV6,"Royal Dansk Danish Cookies Tin, butter, 24 Ounce",3.46%,3.10%
Amazon.com,shirts for men,769,B0B5M2J2KJ,"Gildan Men's Crew T-Shirts, Multipack, Style G1100",6.26%,5.45%,B077ZJXCTS,"Gildan Men's Crew T-Shirts, Multipack, Style G1100, Assorted Black (5-Pack), X-Large",3.84%,6.18%,B07RP2ZQ3G,5 Pack Men’s Active Quick Dry Crew Neck T Shirts | Athletic Running Gym Workout Short Sleeve Tee Tops Bulk,3.17%,2.55%
Amazon.com,cameras for home security,770,B08GHX9G5L,"Kasa Indoor Pan/Tilt Smart Security Camera, 1080p HD Dog Camera 2.4GHz with Night Vision, Motion Detection for Baby and Pet Monitor, Cloud & SD Card Storage, Works with Alexa & Google Home (EC70)",7.73%,12.62%,B0978YG74F,"Mini Camera Wireless WiFi Cameras HD 1080P Home Security Cameras,Covert Baby Nanny Cam with Cell Phone App, Tiny Smart Camera for Indoor Outdoor Video Recorder Activated Night Vision",6.86%,6.71%,B09YRZ8VDV,"Security Camera - FHH 2K Cameras for Home Security with Night Vision, Two-Way Audio,Motion Detection, Phone APP,Remote Contol Indoor WiFi Camera,Ideal for Baby Monitor/ Pet Camera",6.64%,7.59%
Amazon.com,popcorn,771,B00819SSGK,"Orville Redenbacher's Gourmet Popcorn Kernels, Original Yellow, 8 Lb",6.75%,6.02%,B00I9VCF0U,"Orville Redenbacher's Movie Theater Butter Microwave Popcorn, 3.29 Ounce(Pack of 24)",4.53%,3.01%,B0094FMHWQ,"SkinnyPop Popcorn, Gluten Free, Dairy Free, Non-GMO, Healthy Snacks, Skinny Pop Original Popcorn, 4.4oz Grocery Size Snack Bag",3.68%,4.44%
Amazon.com,sd card,772,B08GY8NHF2,"SanDisk 256GB Ultra microSDXC UHS-I Memory Card with Adapter - 120MB/s, C10, U1, Full HD, A1, Micro SD Card - SDSQUA4-256G-GN6MA",9.86%,8.08%,B08GY61ZZN,"SanDisk 128GB Ultra SDXC UHS-I Memory Card - 120MB/s, C10, U1, Full HD, SD Card - SDSDUN4-128G-GN6IN",8.83%,9.28%,B08GYG6T12,"SanDisk 32GB Ultra SDHC UHS-I Memory Card - 120MB/s, C10, U1, Full HD, SD Card - SDSDUN4-032G-GN6IN",6.29%,7.58%
Amazon.com,sunscreen,773,B005IHT94S,"Neutrogena Ultra Sheer Dry-Touch Water Resistant and Non-Greasy Sunscreen Lotion with Broad Spectrum SPF 70, 3 Fl Oz (Pack of 1)",15.25%,13.30%,B01MQXX9US,"Banana Boat Sport Ultra Sunscreen Spray, Broad Spectrum, SPF 50, 6oz. - Twin Pack",12.16%,13.19%,B07WGV6Q45,"Amazon Brand - Solimo Sport Sunscreen Lotion, SPF 50, Reef Friendly (Octinoxate & Oxybenzone Free), Broad Spectrum UVA/UVB Protection, 8 Fluid Ounce",5.76%,7.16%
Amazon.com,dash cam,774,B074JT3698,"Rove R2-4K Dash Cam Built in WiFi GPS Car Dashboard Camera Recorder with UHD 2160P, 2.4 LCD, 150° Wide Angle, WDR, Night Vision",22.34%,19.10%,B07F245PS1,"70mai Smart Dash Cam 1S, 1080P Full HD, Smart Dash Camera for Cars, Sony IMX307, Built-in G-Sensor, WDR, Powerful Night Vision",11.24%,15.54%,B09FFCXK6R,"Dash Cam 2K WiFi 1440P Car Dash Cam Front, Dash Camera for Cars, Dashboard Camera Recorder with Super Night Vision, 170° Wide Angle, WDR, Loop Recording, G-Sensor, Parking Monitor, Voice Broadcast",9.34%,9.92%
Amazon.com,iphone 13 mini case,775,B09D59L1Z8,OTTERBOX COMMUTER SERIES Case for iPhone 13 mini & iPhone 12 mini - BLACK,8.51%,7.75%,B09F3LQQH9,"ORNARTO Compatible with iPhone 13 Mini Case, Slim Liquid Silicone 3 Layers Full Covered Soft Gel Rubber with Microfiber Case Cover 5.4 inch-Blue",7.65%,9.94%,B09KLHDS24,"AEDILYS Shockproof for iPhone 13 Mini Case,[ NOT-Yellowing][12FT Military Grade Drop Protection] [Scratch-Resistant], Slim Non-Slip iPhone 13 Mini Phone Case- Clear",5.61%,7.77%
